"
"Beans, black turtle, mature seeds, canned",1.0 cups,4.56
"Mollusks, octopus, common, raw",3.0 oz,4.5
"Soybeans, green, cooked, boiled, drained, without salt",1.0 cups,4.5
"Corn grain, white",1.0 cups,4.5
"Tomato products, canned, puree, with salt added",1.0 cups,4.45
"Tomato products, canned, puree, without salt added",1.0 cups,4.45
"Desserts, mousse, chocolate, prepared-from-recipe",1.0 recipe yield,4.44
"Cereals ready-to-eat, rice, puffed, fortified",1.0 cups,4.44
"Asparagus, canned, drained solids",1.0 cups,4.43
"Cookies, chocolate sandwich, with creme filling, regular",3.0 cookie,4.37
"Game meat, deer, top round, separable lean only, 1"" steak, cooked, broiled",1.0 steak ( yield from 134.9 g raw meat ),4.31
"Beans, baked, canned, with pork",1.0 cups,4.3
"Pasta, fresh-refrigerated, plain, as purchased",4.0 oz,4.29
"Pasta, fresh-refrigerated, spinach, as purchased",4.0 oz,4.22
"Cornmeal, whole-grain, white",1.0 cups,4.21
"Lima beans, immature seeds, cooked, boiled, drained, without salt",1.0 cups,4.17
"Oat flour, partially debranned",1.0 cups,4.16
"Game meat, bison, chuck, shoulder clod, separable lean only, cooked, braised",1.0 serving ( 3 oz ),4.13
"Potatoes, baked, skin, without salt",1.0 skin,4.08
"Sausage, chicken, beef, pork, skinless, smoked",1.0 link,4.03
"Seeds, sesame flour, low-fat",1.0 oz,4.03
Barley flour or meal,1.0 cups,3.97
"Soup, black bean, canned, condensed",1.0 cups (8 fl oz),3.85
"Sorghum flour, whole-grain",1.0 cups,3.8
"Passion-fruit, (granadilla), purple, raw",1.0 cups,3.78
"Fast foods, biscuit, with egg and bacon",1.0 biscuit,3.74
"Spinach, canned, regular pack, solids and liquids",1.0 cups,3.7
"Lima beans, immature seeds, frozen, baby, unprepared",1.0 cups,3.62
"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",1.0 cups,3.6
"Macaroni, vegetable, enriched, dry",1.0 cups spiral shaped,3.6
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",1.0 bagel,3.53
"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt",1.0 cups,3.53
"Veal, Australian, shank, hind, bone-in, separable lean only, raw",4.0 oz,3.48
"Beverages, Meal supplement drink, canned, peanut flavor",1.0 cups,3.48
"Game meat, elk, round, separable lean only, cooked, broiled",1.0 serving ( 3 oz ),3.47
"Tomatoes, red, ripe, canned, stewed",1.0 cups,3.39
"Tofu, raw, firm, prepared with calcium sulfate",0.5 cups,3.35
"Cherries, sour, red, canned, light syrup pack, solids and liquids",1.0 cups,3.33
"Biscuits, plain or buttermilk, dry mix","1.0 cups, purchased",3.32
"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)",1.0 cups spaghetti,3.29
"Cereals, CREAM OF WHEAT, instant, dry",1.0 tbsp,3.29
"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered",3.0 oz,3.28
"Potatoes, Russet, flesh and skin, baked","1.0 potato large (3"" to 4-1/4"" dia.",3.2
"Turnip greens, frozen, cooked, boiled, drained, without salt",1.0 cups,3.18
"Braunschweiger (a liver sausage), pork",1.0 oz,3.18
"Game meat, elk, ground, cooked, pan-broiled",1.0 patty ( yield from 104.1 g raw meat ),3.17
"Rice flour, brown",1.0 cups,3.13
"Fast Foods, biscuit, with egg and sausage",1.0 item,3.08
"Turkey, all classes, back, meat and skin, cooked, roasted","1.0 cups, chopped or diced",3.07
"Squab, (pigeon), meat and skin, raw",3.0 oz,3.01
"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",4.0 oz,3.01
"Pasta, dry, enriched",1.0 cups spaghetti,3
"Game meat, bison, top round, separable lean only, 1"" steak, cooked, broiled",1.0 serving ( 3 oz ),2.99
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",4.0 oz,2.98
"Amaranth leaves, cooked, boiled, drained, without salt",1.0 cups,2.98
"Game meat , bison, top sirloin, separable lean only, 1"" steak, cooked, broiled",1.0 serving ( 3 oz ),2.95
"Fast foods, english muffin, with egg, cheese, and canadian bacon",1.0 sandwich,2.9
"Peas, edible-podded, frozen, unprepared",1.0 cups,2.88
"Candies, confectioner's coating, peanut butter",1.0 cups chips,2.86
"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",1.0 cups,2.85
"Fast foods, croissant, with egg, cheese, and sausage",1.0 sandwich,2.82
"Beans, pinto, immature seeds, frozen, unprepared",0.33 package (10 oz),2.82
"Frankfurter, pork",1.0 link,2.81
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",3.0 oz,2.77
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",3.0 oz,2.75
"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",3.0 oz,2.75
"Jute, potherb, cooked, boiled, drained, without salt",1.0 cups,2.73
"Peas, mature seeds, sprouted, raw",1.0 cups,2.71
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",3.0 oz,2.71
"Currants, zante, dried",1.0 cups,2.71
"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",3.0 oz,2.7
"Cereals ready-to-eat, POST, Honeycomb Cereal",1.0 cups (1 NLEA serving),2.7
"Game meat, bison, ground, cooked, pan-broiled",1.0 patty ( yield from 112.7 g raw meat ),2.68
"Peas and carrots, frozen, cooked, boiled, drained, without salt",1.0 package (10 oz) yields,2.61
"Pears, dried, sulfured, stewed, without added sugar","1.0 cups, halves",2.6
"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",1.0 bottle,2.57
"Mollusks, oyster, Pacific, raw",1.0 medium,2.56
"George Weston Bakeries, Brownberry Sage and Onion Stuffing Mix, dry",1.0 serving,2.55
"Rowal, raw",0.5 cups,2.51
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",4.0 oz,2.5
"Edamame, frozen, unprepared",1.0 cups,2.49
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",4.0 oz,2.45
"Crustaceans, crab, queen, cooked, moist heat",3.0 oz,2.45
"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",1.0 serving ( 3 oz ),2.45
"Lima beans, immature seeds, frozen, fordhook, unprepared",1.0 cups,2.42
"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",3.0 oz,2.41
"Grapes, canned, thompson seedless, water pack, solids and liquids",1.0 cups,2.4
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled",3.0 oz,2.38
"Peanuts, valencia, oil-roasted, without salt",1.0 cups,2.38
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",3.0 oz,2.36
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",4.0 oz,2.35
"Apricots, dried, sulfured, stewed, without added sugar","1.0 cups, halves",2.35
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",3.0 oz,2.34
"Garlic, raw",1.0 cups,2.31
"Peanuts, all types, dry-roasted, without salt",1.0 cups,2.31
"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",1.0 oz,2.3
"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",3.0 oz,2.3
"Crackers, cream, Gamesa Sabrosas",11.0 crackers (1 NLEA serving),2.29
"Tomato products, canned, sauce, with onions",1.0 cups,2.28
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",4.0 oz,2.24
"Cookies, chocolate sandwich, with extra creme filling",1.0 oz,2.21
"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",1.0 steak,2.21
"Fast foods, croissant, with egg, cheese, and ham",1.0 item,2.17
"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",3.0 oz,2.16
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",4.0 oz,2.16
"Taro, tahitian, cooked, without salt",1.0 cups slices,2.14
"Soup, pea, split with ham, canned, chunky, ready-to-serve",1.0 cups,2.14
"Peas, green, raw",1.0 cups,2.13
"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, broiled",3.0 oz,2.11
"Chicken, broilers or fryers, dark meat, meat only, cooked, fried",1.0 cups,2.09
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",3.0 oz,2.06
"Peas, edible-podded, raw","1.0 cups, chopped",2.04
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.0 oz,2.03
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",3.0 oz,2.02
"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA",5.0 fl oz,2
"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",1.0 pastry,2
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",3.0 oz,1.99
"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",1.0 cups,1.98
"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw",4.0 oz,1.98
"Carissa, (natal-plum), raw",1.0 cups slices,1.97
"Turkey, all classes, leg, meat and skin, cooked, roasted",3.0 oz,1.95
"Puddings, chocolate, ready-to-eat, fat free",1.0 serving 4 oz,1.91
"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, grilled",3.0 oz,1.9
"Tomato products, canned, sauce, with onions, green peppers, and celery",1.0 cups,1.9
"Soup, pea, green, canned, condensed",0.5 cups,1.89
"Tamarind nectar, canned",1.0 cups,1.88
"Mushrooms, Chanterelle, raw",1.0 cups,1.87
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed","1.0 cups, chopped or diced",1.86
"Sweet potato, canned, syrup pack, drained solids",1.0 cups,1.86
"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",1.0 cups,1.85
"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.0 oz,1.84
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked, braised",3.0 oz,1.84
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, cooked, roasted",3.0 oz,1.83
"Cookies, molasses",1.0 oz,1.82
"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, cooked, roasted",3.0 oz,1.81
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",3.0 oz,1.81
"Bread, pan dulce, sweet yeast bread",1.0 slice (average weight of 1 slice),1.81
"Soup, chicken noodle, dry, mix",1.0 packet,1.81
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",3.0 oz,1.8
"Focaccia, Italian flatbread, plain",1.0 piece,1.8
"Cereals ready-to-eat, POST, COCOA PEBBLES",0.75 cups (1 NLEA serving),1.8
"Beets, canned, regular pack, solids and liquids",1.0 cups,1.8
"Chocolate, dark, 60-69% cacao solids",1.0 oz,1.79
"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",3.0 oz,1.78
"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted","1.0 cups, diced",1.78
"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt","1.0 cups, shredded",1.77
"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt","1.0 cups, shredded",1.77
"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS flakes",0.75 cups (1 NLEA serving),1.77
"Snacks, crisped rice bar, chocolate chip",1.0 bar (1 oz),1.76
"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",3.0 oz,1.76
"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",3.0 oz,1.76
"Soup, bean with bacon, condensed, single brand",1.0 serving 1/2 cups,1.75
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",4.0 oz,1.75
"Noodles, egg, spinach, enriched, cooked",1.0 cups,1.74
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, cooked",3.0 oz,1.74
"Currants, european black, raw",1.0 cups,1.72
"Cereals, QUAKER, Instant Oatmeal Organic, Regular",1.0 packet,1.72
"Fish, herring, Atlantic, pickled",1.0 cups,1.71
"Soup, chicken, canned, chunky, ready-to-serve",1.0 cups,1.69
"Martha White Foods, Martha White's Buttermilk Biscuit Mix, dry",1.0 serving,1.66
"Pillsbury, Buttermilk Biscuits, Artificial Flavor, refrigerated dough",1.0 biscuit,1.66
"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",4.0 oz,1.66
"Tomato products, canned, sauce, with tomato tidbits",1.0 cups,1.66
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.0 oz,1.66
"Spices, turmeric, ground",1.0 tsp,1.65
"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",3.0 oz,1.64
"Gravy, beef, canned, ready-to-serve",1.0 cups,1.63
"Tortillas, ready-to-bake or -fry, flour, shelf stable",1.0 tortilla,1.63
"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, cooked, braised",3.0 oz,1.62
Chocolate-flavored hazelnut spread,1.0 serving 2 TBSP,1.62
"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",4.0 oz,1.6
"Cowpeas (blackeyes), immature seeds, raw",1.0 cups,1.59
"Turnip greens, frozen, cooked, boiled, drained, with salt",0.5 cups,1.59
"Pastrami, beef, 98% fat-free",1.0 serving 6 slices,1.58
"Bread, pita, white, enriched","1.0 pita, large (6-1/2"" dia)",1.57
"Salami, pork, beef, less sodium",3.0 oz,1.55
"Pork, fresh, variety meats and by-products, brain, cooked, braised",3.0 oz,1.55
"Squash, summer, zucchini, italian style, canned",1.0 cups,1.54
"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",3.0 oz,1.54
"Cake, chocolate, prepared from recipe without frosting","1.0 piece (1/12 of 9"" dia)",1.53
"Turnips, frozen, cooked, boiled, drained, without salt",1.0 cups,1.53
"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",3.0 oz,1.52
"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter",3.0 oz,1.52
"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted","1.0 cups, diced",1.51
"POPEYES, biscuit",1.0 biscuit,1.51
"Beans, kidney, mature seeds, sprouted, raw",1.0 cups,1.49
"Plantains, yellow, raw",1.0 plantain,1.49
"Rice, white, long-grain, regular, raw, unenriched",1.0 cups,1.48
"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",1.0 cups,1.46
"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt",1.0 cups,1.46
"Nuts, chestnuts, european, raw, unpeeled",1.0 cups,1.46
"Wheat flour, white, all-purpose, unenriched",1.0 cups,1.46
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",3.0 oz,1.46
"Chicken, broilers or fryers, dark meat, meat and skin, cooked, stewed",1.0 unit (yield from 1 lb ready-to-cook chicken),1.44
"Biscuits, plain or buttermilk, refrigerated dough, higher fat",1.0 biscuit,1.44
"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",3.0 oz,1.44
"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",3.0 oz,1.44
"Muffin, blueberry, commercially prepared, low-fat",1.0 muffin small,1.42
"Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8"" fat, cooked, broiled",3.0 oz,1.42
"DIGIORNO Pizza, cheese topping, rising crust, frozen, baked",1.0 slice 1/4 of pie,1.41
"Groundcherries, (cape-gooseberries or poha), raw",1.0 cups,1.4
"Potatoes, scalloped, home-prepared with butter",1.0 cups,1.4
"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",3.0 oz,1.39
"Squash, winter, butternut, frozen, cooked, boiled, without salt","1.0 cups, mashed",1.39
"Seeds, safflower seed meal, partially defatted",1.0 oz,1.38
"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.0 oz,1.38
"Squash, winter, acorn, cooked, boiled, mashed, without salt","1.0 cups, mashed",1.37
"Squash, winter, acorn, cooked, boiled, mashed, with salt","1.0 cups, mashed",1.37
"Bread, white wheat",1.0 slice,1.37
"Tomatoes, red, ripe, canned, packed in tomato juice",1.0 cups,1.37
"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",1.0 leek,1.36
"Snacks, tortilla chips, low fat, made with olestra, nacho cheese",1.0 oz,1.36
"Cereals, WHEATENA, cooked with water",1.0 cups,1.36
"Fish, tuna, skipjack, fresh, cooked, dry heat",3.0 oz,1.36
"Oranges, raw, with peel",1.0 cups,1.36
"Chicken, broilers or fryers, giblets, raw",1.0 unit (yield from 1 lb ready-to-cook chicken),1.35
"Soup, tomato, canned, condensed, reduced sodium",1.0 serving 1/2 cups,1.34
"Cookies, sugar wafers with creme filling, regular",3.0 cookies,1.34
"Pancakes, buckwheat, dry mix, incomplete",1.0 oz,1.34
"Cookies, chocolate sandwich, with creme filling, special dietary",1.0 oz,1.34
"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt",1.0 cups,1.33
"Frozen novelties, No Sugar Added, FUDGSICLE pops",1.0 serving,1.33
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",3.0 oz,1.33
"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",3.0 oz,1.33
"Cracker, meal",1.0 oz,1.32
"Garlic bread, frozen",1.0 slice presliced,1.31
"Water convolvulus, cooked, boiled, drained, with salt","1.0 cups, chopped",1.29
"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",1.0 cups,1.28
"Whey, sweet, dried",1.0 cups,1.28
"Turkey, retail parts, thigh, meat and skin, cooked, roasted",3.0 oz,1.27
"Soup, beef and vegetables, canned, ready-to-serve",1.0 cups,1.27
"Beverages, almond milk, chocolate, ready-to-drink",8.0 fl oz,1.27
"Broccoli, frozen, chopped, unprepared",1.0 cups,1.26
"Cardoon, raw","1.0 cups, shredded",1.25
"Pork sausage, link/patty, reduced fat, unprepared",3.0 oz,1.24
"Turnip greens, frozen, unprepared","0.5 cups, chopped or diced",1.24
"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",2.0 biscuits (1 NLEA serving),1.24
"Spices, thyme, dried","1.0 tsp, leaves",1.24
"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",3.0 oz,1.23
"Fish, mahimahi, cooked, dry heat",3.0 oz,1.23
"Turkey, whole, dark meat, meat and skin, cooked, roasted",3.0 oz,1.23
"Brussels sprouts, raw",1.0 cups,1.23
"Soybeans, mature seeds, sprouted, cooked, steamed",1.0 cups,1.23
"Squash, winter, butternut, cooked, baked, without salt","1.0 cups, cubes",1.23
"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",1.0 cups (1 NLEA serving),1.23
"Archway Home Style Cookies, Molasses",1.0 serving,1.22
"Bread, pound cake type, pan de torta salvadoran",1.0 serving,1.21
"Blackberries, frozen, unsweetened","1.0 cups, unthawed",1.21
"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted",1.0 slice,1.2
"Blackberry juice, canned",1.0 cups,1.2
"Crustaceans, spiny lobster, mixed species, cooked, moist heat",3.0 oz,1.2
"Bread, cheese",1.0 slice,1.2
"Pie, Dutch Apple, Commercially Prepared","0.12 pie 1 pie (1/8 of 9"" pie)",1.19
"Fish, trout, mixed species, cooked, dry heat",1.0 fillet,1.19
"Breadfruit, raw",1.0 cups,1.19
"Pasta, dry, unenriched",1.0 cups spaghetti,1.18
"Pillsbury, Crusty French Loaf, refrigerated dough",1.0 serving,1.18
"Bread, protein (includes gluten)",1.0 oz,1.18
"Chicken, broilers or fryers, back, meat only, raw",4.0 oz,1.18
"Chicken, broilers or fryers, meat and skin, cooked, fried, flour",3.0 oz,1.17
"Nabisco, Nabisco Grahams Crackers",1.0 serving,1.16
"Cookies, oatmeal, commercially prepared, special dietary",1.0 oz,1.15
"Turnip greens, cooked, boiled, drained, without salt","1.0 cups, chopped",1.15
"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",0.5 cups (1 NLEA serving),1.15
"Archway Home Style Cookies, Iced Molasses",1.0 serving,1.15
"Cookies, chocolate wafers",1.0 oz,1.14
"Cranberry sauce, canned, sweetened",1.0 cups,1.14
"Seeds, lotus seeds, dried",1.0 cups,1.13
"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",1.0 cups,1.12
"Boysenberries, frozen, unsweetened","1.0 cups, unthawed",1.12
"Currants, red and white, raw",1.0 cups,1.12
"Cake, yellow, prepared from recipe without frosting","1.0 piece (1/12 of 8"" dia)",1.12
"Boysenberries, canned, heavy syrup",1.0 cups,1.1
"Soup, beef noodle, canned, condensed",0.5 cups,1.1
"Bread, french or vienna, toasted (includes sourdough)",1.0 oz,1.1
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",4.0 oz,1.1
"Cookies, chocolate chip, commercially prepared, regular, lower fat",1.0 serving 3 cookies,1.09
"Beets, raw",1.0 cups,1.09
"Beverages, Whey protein powder isolate",3.0 scoop,1.08
"Bread, stuffing, dry mix",1.0 oz,1.08
"Candies, dark chocolate coated coffee beans",1.0 serving 28 pieces,1.08
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted","1.0 mini bagel (2-1/2"" dia)",1.08
"Cream puff, eclair, custard or cream filled, iced",4.0 oz,1.07
"Martha White Foods, Martha White's Chewy Fudge Brownie Mix, dry",1.0 serving,1.07
"Keikitos (muffins), Latino bakery item",1.0 piece,1.06
"Veal, shank (fore and hind), separable lean and fat, cooked, braised",3.0 oz,1.06
"Turkey, white, rotisserie, deli cut",1.0 oz (1 serving),1.06
"Snacks, corn-based, extruded, onion-flavor",1.0 oz,1.05
"Egg, yolk, raw, frozen, sugared, pasteurized",1.0 oz,1.05
"Bread, wheat",1.0 slice,1.04
"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",4.0 oz,1.04
"Fish, burbot, cooked, dry heat",1.0 fillet,1.03
"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",4.0 oz,1.03
"Yardlong bean, cooked, boiled, drained, without salt",1.0 cups slices,1.02
"Collards, frozen, chopped, unprepared",0.33 package (10 oz),1.02
"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",1.0 serving,1.01
"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",1.0 can (6 fl oz),1.01
"Snacks, potato chips, fat free, salted",1.0 oz,1.01
"Asparagus, frozen, cooked, boiled, drained, without salt",1.0 cups,1.01
"Beef, Australian, imported, grass-fed, seam fat, raw",4.0 oz,1.01
"Grapefruit, sections, canned, water pack, solids and liquids",1.0 cups,1
